source_city,target_city,edge_weight,shared_projects
New York,San Francisco,595,595
Beijing,Shanghai,593,593
San Francisco,Tokyo,565,565
London,San Francisco,516,516
Beijing,Tokyo,498,498
San Francisco,Seattle,455,455
New York,Tokyo,440,440
Beijing,Hangzhou,436,436
Beijing,San Francisco,426,426
Shanghai,Tokyo,415,415
London,Tokyo,408,408
London,New York,407,407
Hangzhou,San Francisco,403,403
Hangzhou,Shanghai,361,361
Paris,San Francisco,353,353
San Francisco,Shanghai,352,352
New York,Seattle,344,344
Beijing,Shenzhen,337,337
Seattle,Tokyo,334,334
Beijing,Singapore,332,332
Berlin,San Francisco,321,321
Bengaluru,San Francisco,316,316
Beijing,London,314,314
Beijing,New York,307,307
Shanghai,Shenzhen,303,303
London,Seattle,299,299
Singapore,Tokyo,296,296
Hangzhou,Tokyo,290,290
San Francisco,Singapore,285,285
San Francisco,Toronto,283,283
New York,Shanghai,275,275
New York,Paris,273,273
Shanghai,Singapore,270,270
Paris,Tokyo,263,263
New York,Singapore,259,259
London,Shanghai,259,259
Berlin,New York,256,256
Berlin,London,252,252
London,Paris,250,250
New York,Toronto,249,249
Beijing,Hong Kong,248,248
Bengaluru,New York,248,248
Berlin,Tokyo,247,247
Beijing,Seattle,247,247
Bengaluru,Tokyo,246,246
Shenzhen,Tokyo,240,240
San Francisco,Seoul,240,240
Seoul,Tokyo,239,239
London,Singapore,235,235
Bengaluru,London,231,231
Hangzhou,Shenzhen,225,225
Hong Kong,Shanghai,224,224
Hangzhou,Seattle,221,221
Los Angeles,San Francisco,216,216
Beijing,Seoul,213,213
Boston,San Francisco,210,210
London,Toronto,208,208
Austin,San Francisco,205,205
New York,Seoul,205,205
Berlin,Seattle,204,204
Seattle,Shanghai,199,199
Tokyo,Toronto,197,197
London,Seoul,195,195
Munich,San Francisco,195,195
Bengaluru,Seattle,194,194
Paris,Seattle,193,193
Beijing,Guangzhou,189,189
Austin,New York,189,189
San Francisco,Zurich,188,188
Seattle,Singapore,187,187
Hong Kong,Tokyo,187,187
San Francisco,Vancouver,186,186
Boston,New York,186,186
San Francisco,Shenzhen,183,183
Seoul,Shanghai,183,183
Seattle,Toronto,179,179
Berlin,Paris,179,179
Los Angeles,New York,177,177
Beijing,Berlin,176,176
Hangzhou,Singapore,176,176
Los Angeles,Tokyo,176,176
Boston,London,175,175
Hangzhou,London,175,175
Beijing,Paris,175,175
Beijing,Bengaluru,173,173
Beijing,Toronto,171,171
Amsterdam,San Francisco,170,170
Boston,Tokyo,169,169
Chicago,San Francisco,169,169
Beijing,Chengdu,169,169
Hangzhou,New York,165,165
Seattle,Seoul,164,164
Guangzhou,Shanghai,164,164
Shenzhen,Singapore,163,163
New York,Zurich,162,162
Tokyo,Vancouver,161,161
Bengaluru,Paris,159,159
London,Los Angeles,158,158
New York,Vancouver,157,157
Chengdu,Shanghai,157,157
Austin,London,157,157
Munich,Tokyo,156,156
Chicago,New York,156,156
Berlin,Singapore,155,155
Austin,Tokyo,155,155
London,Munich,154,154
Bengaluru,Berlin,154,154
Beijing,Los Angeles,153,153
Cambridge,San Francisco,153,153
Berlin,Shanghai,152,152
Hong Kong,San Francisco,152,152
Shanghai,Toronto,151,151
Bengaluru,Shanghai,151,151
Mountain View,San Francisco,150,150
Munich,New York,150,150
London,Shenzhen,150,150
New York,Shenzhen,150,150
Amsterdam,Tokyo,149,149
Austin,Seattle,148,148
Boston,Seattle,147,147
Beijing,Nanjing,147,147
Paris,Toronto,146,146
Tokyo,Zurich,145,145
Hong Kong,Singapore,145,145
Paris,Shanghai,145,145
Seoul,Singapore,145,145
Los Angeles,Seattle,144,144
Paris,Seoul,143,143
Amsterdam,London,142,142
Paris,Singapore,142,142
Amsterdam,New York,141,141
Beijing,Boston,140,140
Chicago,Tokyo,140,140
Hong Kong,New York,140,140
London,Vancouver,139,139
San Francisco,San Jose,138,138
London,Zurich,138,138
Bengaluru,Singapore,137,137
Bengaluru,Seoul,137,137
Berlin,Toronto,136,136
Melbourne,San Francisco,136,136
Chicago,London,135,135
Singapore,Toronto,135,135
Seattle,Vancouver,134,134
Montreal,San Francisco,134,134
Hong Kong,Shenzhen,133,133
Munich,Seattle,133,133
Berlin,Seoul,133,133
Beijing,Munich,132,132
Bengaluru,Toronto,132,132
San Francisco,Sydney,131,131
Sydney,Tokyo,131,131
Palo Alto,San Francisco,130,130
Nanjing,Shanghai,130,130
Seattle,Zurich,128,128
Seoul,Toronto,128,128
Barcelona,San Francisco,128,128
Hangzhou,Hong Kong,127,127
Cambridge,Tokyo,127,127
Melbourne,New York,127,127
Barcelona,New York,127,127
Guangzhou,Hangzhou,126,126
Cambridge,New York,125,125
Hong Kong,London,125,125
Chengdu,Hangzhou,125,125
Munich,Paris,125,125
Los Angeles,Shanghai,124,124
Montreal,New York,124,124
Beijing,Wuhan,123,123
New York,San Jose,121,121
Hangzhou,Toronto,121,121
Guangzhou,Tokyo,121,121
Mumbai,San Francisco,121,121
Amsterdam,Berlin,121,121
London,Montreal,121,121
Boston,Shanghai,120,120
Berlin,Munich,119,119
New York,Sydney,119,119
Austin,Beijing,119,119
Madrid,San Francisco,119,119
Cambridge,London,118,118
Redmond,Seattle,117,117
Montreal,Tokyo,117,117
San Francisco,Taipei,116,116
Beijing,Cambridge,116,116
Chicago,Seattle,115,115
Beijing,Zurich,115,115
London,Melbourne,115,115
San Jose,Tokyo,115,115
Munich,Shanghai,115,115
Barcelona,Tokyo,115,115
Shanghai,Wuhan,114,114
Bengaluru,Boston,114,114
Amsterdam,Seattle,114,114
Nanjing,Tokyo,113,113
Los Angeles,Paris,112,112
Melbourne,Tokyo,112,112
Palo Alto,Tokyo,112,112
Pune,San Francisco,112,112
London,Sydney,112,112
Mountain View,New York,112,112
Austin,Shanghai,112,112
Taipei,Tokyo,111,111
Hangzhou,Seoul,111,111
Amsterdam,Paris,109,109
Los Angeles,Singapore,109,109
Pune,Tokyo,109,109
Beijing,Vancouver,109,109
Atlanta,San Francisco,109,109
Hangzhou,Paris,109,109
Chengdu,Tokyo,109,109
Madrid,New York,109,109
Bengaluru,Pune,108,108
Redmond,San Francisco,108,108
London,San Jose,108,108
Berlin,Boston,108,108
Pittsburgh,San Francisco,107,107
San Francisco,Washington,107,107
Austin,Toronto,107,107
Austin,Berlin,107,107
Austin,Bengaluru,107,107
Hangzhou,Nanjing,106,106
Boston,Singapore,106,106
Seattle,Shenzhen,105,105
Barcelona,London,105,105
Portland,San Francisco,105,105
Guangzhou,Shenzhen,105,105
Beijing,San Jose,104,104
Chengdu,Shenzhen,104,104
London,Mountain View,104,104
New York,Washington,104,104
Boston,Toronto,104,104
Atlanta,New York,103,103
Berlin,Zurich,102,102
Bengaluru,Los Angeles,102,102
Boston,Seoul,102,102
Bengaluru,Hangzhou,102,102
Bengaluru,Munich,102,102
Beijing,Chicago,101,101
Austin,Paris,101,101
Los Angeles,Seoul,101,101
Amsterdam,Beijing,101,101
Bengaluru,Mumbai,101,101
Shanghai,Zurich,100,100
Seoul,Shenzhen,100,100
Shanghai,Vancouver,100,100
Guangzhou,San Francisco,100,100
Toronto,Vancouver,100,100
San Jose,Seattle,99,99
Paris,Zurich,99,99
Berlin,Chicago,99,99
Munich,Toronto,99,99
Pittsburgh,Tokyo,99,99
Munich,Singapore,98,98
San Francisco,Vienna,98,98
Austin,Singapore,98,98
San Diego,San Francisco,98,98
Los Angeles,Toronto,98,98
Mountain View,Tokyo,98,98
Chicago,Shanghai,98,98
Boston,Paris,97,97
New York,Pune,97,97
Berlin,Vancouver,97,97
Beijing,Sydney,97,97
New York,Palo Alto,97,97
Seattle,Sydney,97,97
Hyderabad,San Francisco,97,97
Bengaluru,Vancouver,96,96
Berlin,Los Angeles,96,96
San Francisco,Stockholm,96,96
Atlanta,London,96,96
San Jose,Shanghai,96,96
Chicago,Singapore,95,95
London,Taipei,95,95
Berlin,Hangzhou,95,95
Atlanta,Tokyo,95,95
Amsterdam,Shanghai,95,95
Nanjing,Shenzhen,95,95
Montreal,Seattle,95,95
Amsterdam,Singapore,95,95
Chengdu,San Francisco,95,95
Mumbai,Tokyo,95,95
Mountain View,Seattle,94,94
New York,Portland,94,94
Hong Kong,Seoul,94,94
Redmond,Tokyo,94,94
London,Madrid,94,94
Shanghai,Sydney,94,94
Dublin,San Francisco,94,94
Tokyo,Washington,93,93
London,Mumbai,93,93
London,Pune,93,93
Berlin,Shenzhen,93,93
Beijing,Melbourne,93,93
Beijing,Taipei,92,92
Raleigh,San Francisco,92,92
Bengaluru,Chicago,92,92
Bengaluru,Zurich,92,92
Beijing,Palo Alto,92,92
Munich,Seoul,92,92
Hamburg,San Francisco,91,91
Singapore,Zurich,91,91
Cambridge,Seattle,91,91
New York,Redmond,91,91
Paris,Shenzhen,91,91
Hamburg,New York,90,90
Hyderabad,New York,90,90
Amsterdam,Bengaluru,90,90
Melbourne,Seattle,90,90
Hong Kong,Seattle,90,90
Beijing,Pittsburgh,90,90
Mumbai,New York,90,90
Beijing,Mountain View,90,90
London,Redmond,90,90
New York,Stockholm,90,90
San Francisco,Sunnyvale,90,90
Dublin,New York,89,89
Bengaluru,Hyderabad,89,89
Amsterdam,Toronto,89,89
Tokyo,Wuhan,89,89
Austin,Seoul,89,89
Toronto,Zurich,89,89
Chicago,Toronto,89,89
New York,Pittsburgh,88,88
New York,Taipei,88,88
London,Palo Alto,88,88
Hangzhou,Los Angeles,88,88
Singapore,Vancouver,87,87
Hyderabad,Tokyo,87,87
Beijing,Montreal,87,87
New York,San Diego,87,87
Chicago,Paris,87,87
Barcelona,Beijing,86,86
Chengdu,Singapore,86,86
Atlanta,Seattle,86,86
Prague,San Francisco,86,86
London,Stockholm,86,86
Paris,Vancouver,86,86
Hangzhou,Wuhan,86,86
Cambridge,Shanghai,86,86
Guangzhou,Singapore,86,86
Mountain View,Shanghai,86,86
New York,Vienna,85,85
Madrid,Tokyo,85,85
San Francisco,Warsaw,85,85
Denver,San Francisco,84,84
Seoul,Zurich,84,84
New Delhi,San Francisco,84,84
Seoul,Vancouver,84,84
Austin,Boston,84,84
Los Angeles,Zurich,83,83
Amsterdam,Seoul,82,82
Hyderabad,London,82,82
Berlin,Montreal,82,82
Bengaluru,Shenzhen,82,82
London,Pittsburgh,82,82
Shenzhen,Toronto,82,82
Munich,Zurich,82,82
Shanghai,Taipei,82,82
Beijing,Redmond,82,82
Barcelona,Paris,82,82
Austin,Los Angeles,82,82
Austin,Chicago,81,81
Shenzhen,Wuhan,81,81
London,Prague,81,81
Dublin,London,81,81
Singapore,Sydney,81,81
San Francisco,Sao Paulo,81,81
Seattle,Washington,81,81
Bengaluru,Cambridge,81,81
Melbourne,Shanghai,80,80
London,Washington,80,80
Chicago,Seoul,80,80
Stockholm,Tokyo,79,79
London,Vienna,79,79
Chengdu,New York,79,79
Portland,Tokyo,79,79
Guangzhou,London,79,79
Bengaluru,New Delhi,79,79
Cambridge,Paris,79,79
Austin,Munich,79,79
Madrid,Paris,78,78
Melbourne,Singapore,78,78
New York,Prague,78,78
Guangzhou,New York,78,78
Nanjing,San Francisco,78,78
Atlanta,Beijing,78,78
Sydney,Toronto,78,78
Montreal,Toronto,78,78
Tokyo,Vienna,78,78
Cambridge,Singapore,78,78
Boston,Munich,77,77
Hamburg,London,77,77
Seoul,Sydney,77,77
Barcelona,Seattle,77,77
Portland,Seattle,77,77
Los Angeles,Vancouver,76,76
Pittsburgh,Seattle,76,76
Barcelona,Shanghai,76,76
New York,Sunnyvale,76,76
Berlin,Cambridge,75,75
Montreal,Paris,75,75
Melbourne,Paris,75,75
Lisbon,San Francisco,75,75
Berlin,Melbourne,75,75
New Delhi,Tokyo,75,75
Boston,Los Angeles,75,75
Bengaluru,Montreal,74,74
Austin,Vancouver,74,74
Pittsburgh,Shanghai,74,74
Hong Kong,Toronto,74,74
Dublin,Tokyo,74,74
Beijing,Pune,74,74
Barcelona,Singapore,74,74
Pune,Seattle,74,74
Palo Alto,Seattle,74,74
Austin,Zurich,73,73
Bengaluru,Melbourne,73,73
Sunnyvale,Tokyo,73,73
Montreal,Shanghai,73,73
Barcelona,Bengaluru,73,73
Boston,Hangzhou,73,73
Chengdu,London,73,73
Redmond,Shanghai,72,72
Mountain View,Paris,72,72
Boston,Cambridge,72,72
Tokyo,Warsaw,72,72
Chicago,Zurich,72,72
Amsterdam,Boston,72,72
Boston,Vancouver,71,71
Prague,Tokyo,71,71
Barcelona,Berlin,71,71
Barcelona,Toronto,71,71
Montreal,Seoul,71,71
Mumbai,Seattle,71,71
Bengaluru,San Jose,71,71
Montreal,Singapore,71,71
Singapore,Taipei,71,71
San Diego,Seattle,71,71
Denver,New York,71,71
Guangzhou,Hong Kong,70,70
Melbourne,Toronto,70,70
Hangzhou,Munich,70,70
Atlanta,Singapore,70,70
Chicago,Los Angeles,70,70
Boston,Shenzhen,70,70
Amsterdam,Munich,70,70
Hamburg,Tokyo,70,70
Beijing,Sunnyvale,70,70
Palo Alto,Shanghai,70,70
Hyderabad,Seattle,70,70
Cambridge,Toronto,70,70
London,Portland,70,70
Berlin,Sydney,70,70
Seattle,Sunnyvale,70,70
Hong Kong,Paris,69,69
Amsterdam,Hangzhou,69,69
London,New Delhi,69,69
Guangzhou,Seoul,68,68
Boston,Chicago,68,68
Atlanta,Shanghai,68,68
Atlanta,Berlin,68,68
Austin,Hangzhou,68,68
Los Angeles,Munich,68,68
Mumbai,Paris,68,68
Chicago,Munich,68,68
Beijing,Dublin,68,68
Seoul,Taipei,68,68
New Delhi,New York,68,68
Barcelona,Seoul,68,68
Seattle,Taipei,68,68
Milan,San Francisco,68,68
Amsterdam,Austin,68,68
Boston,Hong Kong,68,68
Bengaluru,Sydney,67,67
San Jose,Seoul,67,67
Chennai,San Francisco,67,67
Lisbon,London,67,67
Paris,Sydney,67,67
Nanjing,Singapore,67,67
New York,Raleigh,66,66
Berlin,Pune,66,66
Philadelphia,San Francisco,66,66
Dallas,San Francisco,66,66
Madrid,Seattle,66,66
San Diego,Tokyo,66,66
Houston,San Francisco,66,66
Bengaluru,Stockholm,66,66
Beijing,Washington,66,66
Berlin,Mumbai,66,66
London,Sunnyvale,66,66
Beijing,San Diego,66,66
Cambridge,Seoul,66,66
Mountain View,Singapore,66,66
Shenzhen,Vancouver,65,65
London,Warsaw,65,65
Boston,Zurich,65,65
Berlin,Hong Kong,65,65
Munich,Vancouver,65,65
Amsterdam,Shenzhen,65,65
London,Sao Paulo,65,65
Bengaluru,Hong Kong,65,65
Seattle,Stockholm,65,65
New York,Philadelphia,64,64
Chengdu,Hong Kong,64,64
New York,Sao Paulo,64,64
Hangzhou,Vancouver,64,64
Hamburg,Seattle,64,64
Denver,London,64,64
Miami,San Francisco,64,64
Palo Alto,Singapore,64,64
Austin,Montreal,64,64
Melbourne,Seoul,64,64
Shanghai,Sunnyvale,64,64
Atlanta,Bengaluru,63,63
Atlanta,Seoul,63,63
Sao Paulo,Tokyo,63,63
Paris,Pune,63,63
Moscow,San Francisco,63,63
Beijing,Mumbai,63,63
Mountain View,Seoul,63,63
Austin,Melbourne,63,63
Hong Kong,Los Angeles,62,62
Lisbon,New York,62,62
Bengaluru,Mountain View,62,62
Los Angeles,Shenzhen,62,62
Beijing,Madrid,62,62
Mountain View,Toronto,62,62
Chennai,Tokyo,62,62
Berlin,Mountain View,62,62
Berlin,Hyderabad,62,62
Amsterdam,Melbourne,62,62
Dublin,Seattle,62,62
Nanjing,New York,62,62
Mumbai,Toronto,62,62
Pittsburgh,Singapore,62,62
Bengaluru,Chennai,62,62
San Jose,Singapore,62,62
Paris,Stockholm,61,61
Pune,Shanghai,61,61
Bengaluru,Dublin,61,61
Shenzhen,Sydney,61,61
Taipei,Toronto,61,61
Paris,Prague,61,61
Philadelphia,Tokyo,61,61
New York,Warsaw,61,61
Montreal,Munich,61,61
Lisbon,Tokyo,61,61
Los Angeles,Mountain View,61,61
Beijing,Xi'an,61,61
Beijing,Suzhou,61,61
Munich,Shenzhen,61,61
Berlin,San Jose,61,61
London,San Diego,61,61
Hong Kong,Nanjing,60,60
Hangzhou,Zurich,60,60
Chicago,Hangzhou,60,60
Atlanta,Toronto,60,60
Atlanta,Paris,60,60
Toronto,Washington,60,60
Amsterdam,Barcelona,60,60
Munich,Sydney,60,60
Chennai,London,60,60
Seattle,Vienna,59,59
Milan,New York,59,59
Amsterdam,Los Angeles,59,59
Mumbai,Shanghai,59,59
San Diego,Shanghai,59,59
San Francisco,Wuhan,59,59
Berlin,Stockholm,59,59
Paris,San Jose,59,59
Bengaluru,Madrid,59,59
Austin,Barcelona,59,59
Paris,Taipei,59,59
Amsterdam,Zurich,59,59
Hamburg,Paris,59,59
Bengaluru,Kolkata,58,58
Chengdu,Guangzhou,58,58
Montreal,Vancouver,58,58
Hamburg,Toronto,58,58
Berlin,Sao Paulo,58,58
Delhi,San Francisco,58,58
Singapore,Wuhan,58,58
Sydney,Vancouver,58,58
Dublin,Paris,58,58
New Delhi,Seattle,58,58
Berlin,Vienna,58,58
Beijing,Warsaw,58,58
Chennai,New York,58,58
Madrid,Singapore,58,58
Hangzhou,Taipei,58,58
Milan,Tokyo,58,58
London,Nanjing,58,58
Beijing,Philadelphia,58,58
Cambridge,Los Angeles,58,58
Pune,Seoul,58,58
Beijing,Hyderabad,57,57
Boston,Montreal,57,57
Berlin,Madrid,57,57
Chicago,Vancouver,57,57
Berlin,Taipei,57,57
Paris,Washington,57,57
Toronto,Vienna,57,57
San Francisco,Tel Aviv,57,57
Paris,Vienna,57,57
Houston,London,57,57
Cambridge,Chicago,57,57
Vancouver,Zurich,57,57
San Jose,Toronto,57,57
Montreal,Sydney,57,57
Hyderabad,Pune,57,57
Mumbai,Pune,57,57
Madrid,Shanghai,57,57
Hyderabad,Shanghai,57,57
Houston,Tokyo,57,57
Hyderabad,Toronto,56,56
Beijing,Vienna,56,56
London,Milan,56,56
Hyderabad,Paris,56,56
Mountain View,San Jose,56,56
Austin,Mountain View,56,56
Dubai,San Francisco,56,56
Bengaluru,Delhi,56,56
London,Tel Aviv,56,56
Madrid,Seoul,56,56
London,Wuhan,56,56
Barcelona,Hangzhou,56,56
New York,Tel Aviv,56,56
Singapore,Stockholm,56,56
Miami,Tokyo,56,56
Berlin,Portland,56,56
Amsterdam,Chicago,56,56
Istanbul,San Francisco,56,56
Beijing,Moscow,56,56
Paris,Warsaw,56,56
Dallas,New York,56,56
Bengaluru,Taipei,56,56
Berlin,Palo Alto,56,56
Guangzhou,Seattle,56,56
Boston,Melbourne,56,56
Hong Kong,Wuhan,55,55
Beijing,Stockholm,55,55
Moscow,Shanghai,55,55
Mountain View,Zurich,55,55
Bengaluru,Hamburg,55,55
Austin,San Jose,55,55
Dublin,Shanghai,55,55
Hangzhou,Sydney,55,55
Shanghai,Xi'an,55,55
Los Angeles,Madrid,55,55
Los Angeles,San Jose,55,55
Denver,Tokyo,54,54
Beijing,Hamburg,54,54
Dubai,London,54,54
Chengdu,Seattle,54,54
Berlin,Hamburg,54,54
Montreal,Zurich,54,54
Bengaluru,Portland,54,54
New York,Wuhan,54,54
Guangzhou,Nanjing,54,54
Pune,Singapore,54,54
Denver,Seattle,54,54
Kolkata,New York,54,54
Shanghai,Washington,54,54
Dubai,Tokyo,54,54
Moscow,New York,54,54
Mumbai,Singapore,54,54
Shanghai,Suzhou,54,54
Seattle,Warsaw,54,54
Shanghai,Vienna,53,53
Barcelona,Shenzhen,53,53
Hangzhou,San Jose,53,53
Moscow,Tokyo,53,53
Kolkata,Tokyo,53,53
Paris,Portland,53,53
Hyderabad,Seoul,53,53
Bengaluru,Palo Alto,53,53
Miami,New York,53,53
Pune,Toronto,53,53
Los Angeles,Montreal,53,53
Hong Kong,Munich,53,53
Cambridge,Zurich,53,53
Kolkata,San Francisco,53,53
Melbourne,Vancouver,52,52
Singapore,Washington,52,52
Sao Paulo,Seattle,52,52
Melbourne,Munich,52,52
Mumbai,Seoul,52,52
Paris,Pittsburgh,52,52
Madrid,Toronto,52,52
Houston,New York,52,52
Delhi,London,52,52
Austin,Sydney,52,52
Beijing,Prague,52,52
Beijing,New Delhi,52,52
Barcelona,Los Angeles,52,52
Paris,Redmond,52,52
Shenzhen,Zurich,52,52
Atlanta,Austin,52,52
Guangzhou,Wuhan,52,52
Barcelona,Munich,52,52
Hyderabad,Mumbai,52,52
Beijing,Portland,52,52
Prague,Seattle,52,52
Bengaluru,Sunnyvale,52,52
Los Angeles,Sydney,52,52
Bengaluru,Washington,52,52
Hangzhou,Melbourne,52,52
Seoul,Vienna,52,52
Hangzhou,Palo Alto,52,52
Melbourne,Shenzhen,52,52
Mumbai,Munich,51,51
Austin,Pune,51,51
Madrid,Zurich,51,51
Bengaluru,Redmond,51,51
Redmond,Toronto,51,51
Boston,San Jose,51,51
Bengaluru,San Diego,51,51
London,Miami,51,51
Mumbai,Vancouver,51,51
Berlin,Prague,51,51
Stockholm,Toronto,51,51
Beijing,Hefei,51,51
Amsterdam,Vancouver,51,51
Dubai,New York,51,51
Shanghai,Stockholm,50,50
Barcelona,Vancouver,50,50
Paris,Sao Paulo,50,50
Berlin,Warsaw,50,50
Beijing,Denver,50,50
Austin,Cambridge,50,50
Portland,Toronto,50,50
Chicago,Montreal,50,50
Delhi,Tokyo,50,50
Hamburg,Shanghai,50,50
Boulder,New York,50,50
Hong Kong,Vancouver,50,50
Amsterdam,Hong Kong,50,50
Austin,Shenzhen,50,50
Palo Alto,Seoul,50,50
Singapore,Vienna,50,50
Munich,Pune,50,50
Palo Alto,Paris,50,50
Palo Alto,Toronto,50,50
Atlanta,Vancouver,50,50
San Francisco,Waterloo,49,49
Boston,Taipei,49,49
Hangzhou,Mountain View,49,49
Shenzhen,Taipei,49,49
San Diego,Singapore,49,49
Munich,San Jose,49,49
Redmond,Singapore,49,49
Hyderabad,Munich,49,49
Boston,Pune,49,49
London,Moscow,49,49
Denver,Singapore,49,49
Austin,Hong Kong,49,49
Austin,Mumbai,49,49
Austin,Portland,49,49
New Delhi,Paris,49,49
Cambridge,Hangzhou,49,49
Hefei,Shanghai,49,49
Suzhou,Tokyo,49,49
Copenhagen,San Francisco,49,49
Hyderabad,Singapore,49,49
Bengaluru,Vienna,49,49
Hangzhou,Suzhou,49,49
Dublin,Seoul,49,49
Houston,Seattle,49,49
Istanbul,London,49,49
Dallas,Tokyo,49,49
Pittsburgh,Seoul,49,49
San Diego,Toronto,48,48
Chicago,San Jose,48,48
Hong Kong,Melbourne,48,48
Austin,Taipei,48,48
Chicago,Melbourne,48,48
Mumbai,New Delhi,48,48
Berlin,Pittsburgh,48,48
Hong Kong,Sydney,48,48
Dallas,Seattle,48,48
Seoul,Warsaw,48,48
Los Angeles,Palo Alto,48,48
London,Raleigh,48,48
Atlanta,Los Angeles,48,48
Mountain View,Munich,48,48
Barcelona,Hong Kong,48,48
Ottawa,San Francisco,48,48
Barcelona,Boston,48,48
Berlin,Washington,48,48
Boston,Sydney,48,48
Delhi,New York,48,48
Amsterdam,Mumbai,48,48
Chengdu,Toronto,48,48
Dallas,London,48,48
Chicago,Sydney,48,48
Munich,Vienna,48,48
Melbourne,Sydney,48,48
Boston,Madrid,48,48
London,Lyon,47,47
Amsterdam,Montreal,47,47
Seoul,Stockholm,47,47
Philadelphia,Seattle,47,47
Portland,Shanghai,47,47
Munich,Washington,47,47
Berlin,Dublin,47,47
Guangzhou,Los Angeles,47,47
Atlanta,Chicago,47,47
Boston,Mountain View,47,47
San Jose,Vancouver,47,47
Cambridge,Montreal,47,47
London,Philadelphia,47,47
Amsterdam,Sydney,47,47
Berlin,New Delhi,47,47
Boston,Dublin,47,47
Berlin,Denver,47,47
Chicago,Mountain View,47,47
San Jose,Zurich,46,46
Atlanta,Zurich,46,46
Los Angeles,Melbourne,46,46
Bengaluru,Prague,46,46
Chicago,Hong Kong,46,46
Chengdu,Seoul,46,46
Austin,Dublin,46,46
Austin,Hyderabad,46,46
Melbourne,Zurich,46,46
Chennai,Seattle,46,46
New York,Ottawa,46,46
Cambridge,Munich,46,46
Boulder,San Francisco,46,46
Atlanta,Munich,46,46
Redmond,Sydney,46,46
Lisbon,Seattle,46,46
Los Angeles,Mumbai,46,46
Istanbul,Tokyo,46,46
Beijing,Sao Paulo,46,46
Philadelphia,Shanghai,46,46
Raleigh,Tokyo,46,46
Hong Kong,Pittsburgh,46,46
Melbourne,Montreal,46,46
Cambridge,Hong Kong,46,46
Mountain View,Vancouver,46,46
Hangzhou,Pittsburgh,46,46
Dublin,Singapore,46,46
Barcelona,Chicago,46,46
Austin,Redmond,46,46
Vancouver,Washington,46,46
San Diego,Seoul,45,45
Copenhagen,New York,45,45
Lyon,San Francisco,45,45
Budapest,San Francisco,45,45
Beijing,Raleigh,45,45
Atlanta,Shenzhen,45,45
Cambridge,Mountain View,45,45
Bengaluru,Guangzhou,45,45
Bengaluru,Pittsburgh,45,45
Hong Kong,San Jose,45,45
Chengdu,Los Angeles,45,45
Chengdu,Nanjing,45,45
Austin,Madrid,45,45
Bengaluru,Chengdu,45,45
Hong Kong,Montreal,45,45
New Delhi,Toronto,45,45
Seoul,Washington,45,45
Hong Kong,Zurich,45,45
Madrid,Munich,45,45
Paris,San Diego,45,45
Chicago,Washington,45,45
Sao Paulo,Singapore,45,45
Barcelona,Sydney,44,44
Istanbul,New York,44,44
Prague,Seoul,44,44
Hyderabad,New Delhi,44,44
Chennai,Paris,44,44
Hamburg,Seoul,44,44
Sao Paulo,Shanghai,44,44
Copenhagen,London,44,44
Atlanta,Hangzhou,44,44
Pittsburgh,Shenzhen,44,44
Bengaluru,Warsaw,44,44
Copenhagen,Tokyo,44,44
Munich,Taipei,44,44
Edinburgh,San Francisco,44,44
Chicago,Madrid,44,44
Amsterdam,Hyderabad,44,44
Tel Aviv,Tokyo,44,44
Austin,Stockholm,44,44
Redmond,Seoul,44,44
Sao Paulo,Toronto,44,44
Lyon,New York,44,44
Paris,Sunnyvale,44,44
Berlin,Redmond,44,44
Toronto,Warsaw,44,44
Dubai,Seattle,44,44
Boston,Hamburg,44,44
Chicago,Shenzhen,44,44
Los Angeles,Washington,43,43
Miami,Seattle,43,43
Vancouver,Vienna,43,43
Lyon,Paris,43,43
Los Angeles,Pune,43,43
Milan,Seattle,43,43
Redmond,Vancouver,43,43
Chennai,Mumbai,43,43
Hamburg,Singapore,43,43
Austin,Sunnyvale,43,43
Copenhagen,Seattle,43,43
Lyon,Tokyo,43,43
Los Angeles,San Diego,43,43
Boston,Mumbai,43,43
Tokyo,Xi'an,43,43
New Delhi,Pune,43,43
New Delhi,Shanghai,43,43
Nanjing,Wuhan,43,43
Boston,Redmond,43,43
Shanghai,Warsaw,43,43
Prague,Toronto,43,43
Portland,Seoul,43,43
Portland,Singapore,43,43
Hangzhou,Pune,43,43
Beijing,Lisbon,43,43
Beijing,Tianjin,43,43
Singapore,Sunnyvale,43,43
Singapore,Warsaw,43,43
Montreal,Shenzhen,43,43
Cambridge,Vancouver,43,43
Los Angeles,Stockholm,42,42
Austin,Hamburg,42,42
Hangzhou,Mumbai,42,42
Boston,Palo Alto,42,42
Beijing,Istanbul,42,42
Guangzhou,Munich,42,42
Milan,Shanghai,42,42
Denver,Shanghai,42,42
Amsterdam,Portland,42,42
Berlin,Lisbon,42,42
Raleigh,Seattle,42,42
Bengaluru,Sao Paulo,42,42
Hong Kong,Mountain View,42,42
New Delhi,Seoul,42,42
Prague,Shanghai,42,42
Nanjing,Seattle,42,42
Dublin,Zurich,42,42
Sydney,Zurich,42,42
Seoul,Sunnyvale,42,42
Delhi,Seattle,42,42
Beijing,Dallas,42,42
Austin,Washington,42,42
Kolkata,Seattle,42,42
Shenzhen,Suzhou,42,42
Lisbon,Paris,42,42
Boston,Pittsburgh,42,42
