source_city,target_city,edge_weight,shared_projects
Hamburg,Prague,14,14
Ann Arbor,Seoul,14,14
Moscow,Pune,14,14
Vienna,Wuhan,14,14
Denver,Miami,14,14
Atlanta,Rome,14,14
Dallas,Milan,14,14
Chengdu,New Delhi,14,14
Hong Kong,Waterloo,14,14
Phoenix,Sydney,14,14
Lisbon,Taipei,14,14
Miami,Warsaw,14,14
Dubai,Dublin,14,14
Chengdu,Washington,14,14
Chennai,Mountain View,14,14
Cupertino,Munich,14,14
Chengdu,Istanbul,14,14
Madrid,Moscow,14,14
Hong Kong,Ottawa,14,14
Ankara,Barcelona,14,14
Pittsburgh,Prague,14,14
Vancouver,Waterloo,14,14
Boulder,Shenzhen,14,14
Athens,Stockholm,14,14
Abu Dhabi,Munich,14,14
Istanbul,Melbourne,14,14
Abu Dhabi,Nanjing,14,14
Kuala Lumpur,Toronto,14,14
Hamburg,Warsaw,14,14
Miami,New Delhi,14,14
Miami,San Diego,14,14
Berlin,Kuala Lumpur,14,14
Athens,Los Angeles,14,14
Phoenix,Toronto,14,14
Chennai,Denver,14,14
Houston,Pittsburgh,14,14
Chicago,Suzhou,14,14
Hangzhou,Lausanne,14,14
Denver,Pittsburgh,14,14
Bangkok,Vancouver,14,14
Copenhagen,Sydney,14,14
Denver,Sunnyvale,14,14
Barcelona,Dubai,14,14
Barcelona,Houston,14,14
Dubai,Taipei,14,14
Delft,Hangzhou,14,14
Hamburg,Redmond,14,14
Geneva,Seattle,14,14
Montreal,Xi'an,14,14
Lisbon,Madrid,14,14
Boulder,Mumbai,14,14
San Diego,Stockholm,14,14
Boulder,Los Angeles,14,14
Rome,Sao Paulo,14,14
Brisbane,Montreal,14,14
Bangkok,Barcelona,14,14
Ann Arbor,Zurich,14,14
Hefei,Seattle,14,14
Geneva,Toronto,14,14
Kolkata,San Jose,14,14
Athens,Pune,14,14
Istanbul,Lisbon,14,14
Suzhou,Vancouver,14,14
Cairo,Pune,14,14
Boston,Helsinki,14,14
Pittsburgh,Warsaw,14,14
Guangzhou,Hyderabad,14,14
Hong Kong,Lausanne,14,14
Hamburg,Philadelphia,14,14
Denver,Hamburg,14,14
Delhi,Dubai,14,14
Brisbane,Sydney,14,14
Amsterdam,Delft,14,14
Copenhagen,Palo Alto,14,14
Lisbon,Pittsburgh,14,14
Atlanta,Chengdu,14,14
Milan,Warsaw,13,13
Barcelona,Helsinki,13,13
Atlanta,Budapest,13,13
San Diego,Warsaw,13,13
Moscow,Pittsburgh,13,13
Houston,Vienna,13,13
Abu Dhabi,Hong Kong,13,13
Denver,Palo Alto,13,13
Bangkok,Melbourne,13,13
Boulder,Taipei,13,13
Copenhagen,Mountain View,13,13
Lisbon,Milan,13,13
Abu Dhabi,Sydney,13,13
Milan,Pune,13,13
Houston,Sao Paulo,13,13
Lisbon,Warsaw,13,13
Athens,Montreal,13,13
Atlanta,Helsinki,13,13
Lisbon,New Delhi,13,13
Beijing,Jakarta,13,13
Barcelona,Ho Chi Minh City,13,13
Amsterdam,Dubai,13,13
Copenhagen,Sao Paulo,13,13
Atlanta,Waterloo,13,13
Madrid,Sunnyvale,13,13
Cupertino,Los Angeles,13,13
Madrid,Miami,13,13
Ottawa,Pittsburgh,13,13
Dubai,Sunnyvale,13,13
Ottawa,San Jose,13,13
Boulder,Hyderabad,13,13
Chicago,Ho Chi Minh City,13,13
Austin,Lausanne,13,13
Kuala Lumpur,Singapore,13,13
Edinburgh,Guangzhou,13,13
Boston,Edinburgh,13,13
Hamburg,Kolkata,13,13
Ho Chi Minh City,Madrid,13,13
Ho Chi Minh City,Mountain View,13,13
Hsinchu,Singapore,13,13
Abu Dhabi,Amsterdam,13,13
Madrid,Ottawa,13,13
Brisbane,Hong Kong,13,13
Dallas,Vienna,13,13
Cairo,Shenzhen,13,13
Kyoto,Tokyo,13,13
Phoenix,Shanghai,13,13
Sunnyvale,Tel Aviv,13,13
Paris,Phoenix,13,13
Melbourne,Rome,13,13
Madrid,Warsaw,13,13
Dublin,Guangzhou,13,13
Rome,Vienna,13,13
Chennai,Hamburg,13,13
Brisbane,San Jose,13,13
Lausanne,Shenzhen,13,13
Pune,Tel Aviv,13,13
Phoenix,Singapore,13,13
Phoenix,Seoul,13,13
Melbourne,Sunnyvale,13,13
Boulder,Sydney,13,13
Ann Arbor,Toronto,13,13
Hamburg,Ottawa,13,13
Hamburg,Houston,13,13
Houston,Redmond,13,13
Brisbane,Melbourne,13,13
Amsterdam,Ankara,13,13
Dubai,Redmond,13,13
Chennai,Istanbul,13,13
Chengdu,Redmond,13,13
Copenhagen,Madrid,13,13
Cupertino,Shenzhen,13,13
Chennai,Prague,13,13
Dallas,Dublin,13,13
Boston,Cairo,13,13
Austin,Cairo,13,13
Chennai,Ho Chi Minh City,13,13
Dalian,Shenzhen,13,13
Dalian,Hangzhou,13,13
Guangzhou,Miami,13,13
Athens,Melbourne,13,13
Istanbul,Washington,13,13
Taipei,Xi'an,13,13
Taipei,Waterloo,13,13
Kuala Lumpur,Zurich,13,13
Nanjing,Warsaw,13,13
Mumbai,Wuhan,13,13
Denver,Houston,13,13
Dublin,Warsaw,13,13
Copenhagen,Prague,13,13
Edinburgh,San Jose,13,13
Cairo,Hong Kong,13,13
Boulder,Cambridge,13,13
Brisbane,Zurich,13,13
Cambridge,Xi'an,13,13
Denver,Vienna,13,13
Hyderabad,Rome,13,13
Ann Arbor,Los Angeles,13,13
Barcelona,Ottawa,13,13
Chengdu,Hamburg,13,13
Hyderabad,Sunnyvale,13,13
Chennai,San Diego,13,13
Denver,Moscow,13,13
Dallas,Denver,13,13
Philadelphia,Warsaw,13,13
Denver,Tel Aviv,13,13
Pittsburgh,Sao Paulo,13,13
Boulder,Washington,13,13
Istanbul,Warsaw,13,13
Nanjing,Washington,13,13
Montreal,Suzhou,13,13
Milan,Nanjing,13,13
Denver,Lisbon,13,13
Moscow,Sunnyvale,13,13
Melbourne,Suzhou,13,13
Milan,San Diego,13,13
Cambridge,Dubai,13,13
Dallas,Houston,13,13
Istanbul,Stockholm,13,13
Atlanta,Moscow,13,13
Milan,Sao Paulo,13,13
Lausanne,Los Angeles,13,13
Brisbane,Los Angeles,13,13
Denver,Taipei,13,13
Dubai,San Diego,13,13
Houston,Washington,13,13
Budapest,Cambridge,13,13
Chengdu,Tianjin,13,13
Boston,Rome,13,13
Palo Alto,Warsaw,13,13
Chengdu,Prague,13,13
Madrid,Rome,13,13
Athens,Hangzhou,13,13
Atlanta,Brisbane,13,13
Delft,Munich,13,13
Boston,Brisbane,13,13
Houston,Taipei,13,13
Denver,Guangzhou,13,13
Milan,Rome,12,12
Beijing,Geneva,12,12
Moscow,Nanjing,12,12
Philadelphia,San Diego,12,12
Dalian,San Francisco,12,12
Guangzhou,Washington,12,12
Budapest,Rome,12,12
Budapest,Moscow,12,12
Copenhagen,Stockholm,12,12
Istanbul,New Delhi,12,12
Lausanne,Pittsburgh,12,12
Amsterdam,Xi'an,12,12
Cambridge,Ottawa,12,12
Hangzhou,Hanoi,12,12
Ankara,Istanbul,12,12
Chicago,Rome,12,12
Denver,Wuhan,12,12
Ho Chi Minh City,Prague,12,12
Rome,Sydney,12,12
Miami,Prague,12,12
Montreal,Waterloo,12,12
Hsinchu,London,12,12
Houston,Stockholm,12,12
Amsterdam,Boulder,12,12
Guangzhou,Milan,12,12
Chennai,Lisbon,12,12
Kuala Lumpur,Melbourne,12,12
Cairo,Mumbai,12,12
Bangkok,Los Angeles,12,12
Cairo,Redmond,12,12
Xi'an,Zurich,12,12
Rome,Stockholm,12,12
Cairo,Zurich,12,12
Dallas,Hyderabad,12,12
Dallas,Pittsburgh,12,12
Ann Arbor,Mumbai,12,12
Prague,Wuhan,12,12
Dublin,Nanjing,12,12
Jakarta,Seattle,12,12
Ann Arbor,Chicago,12,12
Los Angeles,Ottawa,12,12
Berlin,Cairo,12,12
Melbourne,Ottawa,12,12
Copenhagen,Guangzhou,12,12
Copenhagen,Taipei,12,12
Sunnyvale,Waterloo,12,12
Kolkata,Stockholm,12,12
Hefei,Seoul,12,12
Lausanne,Mumbai,12,12
Amsterdam,Cairo,12,12
Cambridge,Lisbon,12,12
Budapest,Denver,12,12
Houston,Tel Aviv,12,12
Redmond,Wuhan,12,12
Bengaluru,Edinburgh,12,12
Los Angeles,Phoenix,12,12
Athens,Sao Paulo,12,12
Lausanne,Madrid,12,12
Helsinki,San Diego,12,12
Ann Arbor,Pittsburgh,12,12
Ann Arbor,Shenzhen,12,12
Dallas,Palo Alto,12,12
Pune,Wuhan,12,12
Guangzhou,Kolkata,12,12
Dubai,Kolkata,12,12
Dubai,Guangzhou,12,12
Delft,Zurich,12,12
Mountain View,Wuhan,12,12
Ho Chi Minh City,New Delhi,12,12
Chengdu,Dubai,12,12
Bangkok,Hong Kong,12,12
Kuala Lumpur,Shenzhen,12,12
Barcelona,Oxford,12,12
Moscow,Wuhan,12,12
Austin,Suzhou,12,12
Atlanta,Tel Aviv,12,12
Houston,Milan,12,12
Barcelona,Waterloo,12,12
Istanbul,Zurich,12,12
Austin,Phoenix,12,12
Philadelphia,Washington,12,12
Ann Arbor,Montreal,12,12
Boulder,Warsaw,12,12
Abu Dhabi,Madrid,12,12
Boulder,Hamburg,12,12
Chicago,Xi'an,12,12
Hanoi,Seattle,12,12
Budapest,Lisbon,12,12
Edmonton,Los Angeles,12,12
Palo Alto,Tel Aviv,12,12
Houston,Warsaw,12,12
Budapest,Washington,12,12
Philadelphia,Wuhan,12,12
Moscow,Philadelphia,12,12
Oxford,Zurich,12,12
Jakarta,Paris,12,12
Barcelona,Kuala Lumpur,12,12
Copenhagen,Sunnyvale,12,12
Chengdu,Ho Chi Minh City,12,12
Dubai,Nanjing,12,12
Kolkata,Vienna,12,12
Boston,Oxford,12,12
Chennai,Palo Alto,12,12
Sunnyvale,Vienna,12,12
Chennai,Dallas,12,12
Vancouver,Xi'an,12,12
Houston,Prague,12,12
Budapest,Zurich,12,12
Athens,Madrid,12,12
San Jose,Waterloo,11,11
Mountain View,Xi'an,11,11
Moscow,New Delhi,11,11
Hanoi,Los Angeles,11,11
Delhi,Pittsburgh,11,11
Prague,Redmond,11,11
Ann Arbor,Boston,11,11
Hyderabad,Moscow,11,11
Bangkok,Munich,11,11
Boston,Phoenix,11,11
Brisbane,Mumbai,11,11
Moscow,Warsaw,11,11
Dallas,Lisbon,11,11
Istanbul,Madrid,11,11
Dallas,Mountain View,11,11
Guangzhou,Hamburg,11,11
Dublin,Sao Paulo,11,11
Hyderabad,Tel Aviv,11,11
Miami,Sunnyvale,11,11
Berlin,Hsinchu,11,11
Guangzhou,Stockholm,11,11
Edmonton,Montreal,11,11
Hangzhou,Hsinchu,11,11
Delhi,Moscow,11,11
Athens,Hyderabad,11,11
Guangzhou,Istanbul,11,11
Guangzhou,Tel Aviv,11,11
Bengaluru,Hanoi,11,11
San Diego,Sao Paulo,11,11
Philadelphia,Sao Paulo,11,11
Bangkok,Taipei,11,11
Philadelphia,Prague,11,11
Boston,Cupertino,11,11
New Delhi,Palo Alto,11,11
Cambridge,Istanbul,11,11
Cupertino,Taipei,11,11
Denver,Oxford,11,11
Copenhagen,San Jose,11,11
Dublin,Milan,11,11
Redmond,Tel Aviv,11,11
Ho Chi Minh City,Lisbon,11,11
Houston,Shenzhen,11,11
Kolkata,Waterloo,11,11
New Delhi,Waterloo,11,11
Ottawa,Washington,11,11
Sao Paulo,Xi'an,11,11
Kuala Lumpur,Vancouver,11,11
Suzhou,Xi'an,11,11
Nanjing,San Diego,11,11
Bengaluru,Jakarta,11,11
Athens,Zurich,11,11
Guangzhou,New Delhi,11,11
Ho Chi Minh City,Zurich,11,11
Hong Kong,Hsinchu,11,11
Hsinchu,Toronto,11,11
Dubai,Warsaw,11,11
Phoenix,Vancouver,11,11
Ann Arbor,Palo Alto,11,11
Delhi,Sunnyvale,11,11
Cupertino,Montreal,11,11
Milan,Stockholm,11,11
Hamburg,Nanjing,11,11
Delhi,Palo Alto,11,11
Amsterdam,Edmonton,11,11
Athens,Chennai,11,11
Hanoi,Munich,11,11
Athens,Vancouver,11,11
Cambridge,Oxford,11,11
Lausanne,Montreal,11,11
Budapest,Sao Paulo,11,11
Mumbai,Philadelphia,11,11
Bangkok,Chicago,11,11
Athens,Barcelona,11,11
Pittsburgh,Tel Aviv,11,11
Oxford,Sao Paulo,11,11
Copenhagen,Mumbai,11,11
Cairo,Madrid,11,11
Copenhagen,Hyderabad,11,11
Ankara,Stockholm,11,11
Chennai,Warsaw,11,11
Chicago,Lausanne,11,11
Moscow,Palo Alto,11,11
Edinburgh,Wuhan,11,11
Edinburgh,Palo Alto,11,11
Cairo,Sydney,11,11
Copenhagen,New Delhi,11,11
Lausanne,Vancouver,11,11
Copenhagen,Pune,11,11
Stockholm,Tel Aviv,11,11
Edinburgh,Mountain View,11,11
Abu Dhabi,Los Angeles,11,11
Milan,Wuhan,11,11
Cairo,Taipei,11,11
Copenhagen,San Diego,11,11
Brisbane,Hyderabad,11,11
Oxford,Taipei,11,11
Chennai,Hong Kong,11,11
Sunnyvale,Wuhan,11,11
Bangkok,Montreal,11,11
Atlanta,Copenhagen,11,11
Cupertino,Mountain View,11,11
Abu Dhabi,Chicago,11,11
Milan,Mountain View,11,11
Lausanne,Mountain View,11,11
Milan,New Delhi,11,11
Ankara,Chicago,11,11
Budapest,Prague,11,11
Mountain View,Ottawa,11,11
Miami,Tel Aviv,11,11
Sydney,Xi'an,11,11
Chengdu,Hyderabad,11,11
Miami,Milan,11,11
Dubai,Houston,11,11
Kolkata,San Diego,11,11
Kolkata,Prague,11,11
Guangzhou,Prague,11,11
Chengdu,Warsaw,11,11
Boulder,Kolkata,11,11
Abu Dhabi,Austin,11,11
Pune,Waterloo,11,11
Ankara,San Jose,11,11
Rome,Washington,11,11
Ankara,Austin,11,11
Brisbane,Shenzhen,11,11
Kuala Lumpur,Los Angeles,11,11
Hyderabad,Milan,11,11
Hamburg,Oxford,11,11
Kuala Lumpur,Munich,11,11
Ankara,Munich,11,11
Suzhou,Zurich,11,11
Chengdu,Stockholm,11,11
Tel Aviv,Vienna,11,11
Jakarta,Sydney,11,11
Abu Dhabi,Cambridge,11,11
Brisbane,Vienna,11,11
Chengdu,Tel Aviv,11,11
Delft,Los Angeles,11,11
Lisbon,Moscow,11,11
Boulder,Lisbon,11,11
Dallas,Hamburg,11,11
Boulder,Montreal,11,11
Chennai,Nanjing,10,10
Boulder,Hong Kong,10,10
Kolkata,Nanjing,10,10
Edinburgh,Montreal,10,10
Nanjing,New Delhi,10,10
Brisbane,Washington,10,10
Dubai,Washington,10,10
Istanbul,Miami,10,10
Austin,Bangkok,10,10
Denver,Rome,10,10
Munich,Phoenix,10,10
Copenhagen,Warsaw,10,10
Palo Alto,Wuhan,10,10
Amsterdam,Phoenix,10,10
Chicago,Phoenix,10,10
Delhi,Philadelphia,10,10
Cairo,Lisbon,10,10
Oxford,Stockholm,10,10
Dublin,Kolkata,10,10
Hsinchu,Paris,10,10
Geneva,Vancouver,10,10
Lisbon,Philadelphia,10,10
Ann Arbor,Austin,10,10
Lausanne,Melbourne,10,10
Barcelona,Jakarta,10,10
Helsinki,Stockholm,10,10
Ottawa,Vienna,10,10
Cambridge,Cupertino,10,10
Hanoi,Melbourne,10,10
Delhi,Prague,10,10
Cupertino,Hong Kong,10,10
Lausanne,Taipei,10,10
Helsinki,Sao Paulo,10,10
Warsaw,Xi'an,10,10
Redmond,Sao Paulo,10,10
Brisbane,Lisbon,10,10
Warsaw,Waterloo,10,10
Kolkata,Sao Paulo,10,10
Budapest,Hamburg,10,10
Chengdu,Kolkata,10,10
Nanjing,San Jose,10,10
Copenhagen,Lisbon,10,10
Chicago,Edinburgh,10,10
Helsinki,Oxford,10,10
Helsinki,Pune,10,10
Moscow,Redmond,10,10
Helsinki,Mountain View,10,10
Abu Dhabi,Guangzhou,10,10
Redmond,Vienna,10,10
Hamburg,Milan,10,10
Bangkok,New Delhi,10,10
Brisbane,Sao Paulo,10,10
Guangzhou,Sao Paulo,10,10
Mumbai,Ottawa,10,10
Kolkata,Miami,10,10
Los Angeles,Oxford,10,10
Denver,Nanjing,10,10
Chengdu,Lisbon,10,10
Istanbul,Kolkata,10,10
Chengdu,Dalian,10,10
Pittsburgh,Suzhou,10,10
Bangkok,Boston,10,10
London,Tianjin,10,10
Kolkata,Melbourne,10,10
Warsaw,Wuhan,10,10
Berlin,Geneva,10,10
Dallas,Istanbul,10,10
Bangkok,Sydney,10,10
Ann Arbor,Melbourne,10,10
Dallas,Warsaw,10,10
Chennai,Pittsburgh,10,10
Ho Chi Minh City,Istanbul,10,10
Nanjing,Sao Paulo,10,10
Cairo,Chicago,10,10
Athens,Washington,10,10
Dallas,New Delhi,10,10
Berlin,Edmonton,10,10
Boston,Edmonton,10,10
Houston,Sydney,10,10
Boston,Hanoi,10,10
Oxford,Pittsburgh,10,10
Austin,Delft,10,10
Kuala Lumpur,Sao Paulo,10,10
Delhi,Miami,10,10
Atlanta,Oxford,10,10
Moscow,Washington,10,10
Barcelona,Suzhou,10,10
Copenhagen,Washington,10,10
Chennai,Copenhagen,10,10
Ann Arbor,San Diego,10,10
Bangkok,Hamburg,10,10
Moscow,Sao Paulo,10,10
Chennai,Houston,10,10
Hsinchu,Seattle,10,10
Austin,Edmonton,10,10
Edinburgh,Mumbai,10,10
Chennai,Miami,10,10
Delhi,Guangzhou,10,10
Bangkok,Pittsburgh,10,10
Edinburgh,Nanjing,10,10
Copenhagen,Houston,10,10
Austin,Hanoi,10,10
Cupertino,Zurich,10,10
Kolkata,Pittsburgh,10,10
Lausanne,Stockholm,10,10
Hong Kong,Jakarta,10,10
New Delhi,Wuhan,10,10
Pune,Rome,10,10
Ann Arbor,Munich,10,10
Edmonton,Shanghai,10,10
New Delhi,Redmond,10,10
Hsinchu,Shenzhen,10,10
Milan,Mumbai,10,10
Stockholm,Warsaw,10,10
Brisbane,Warsaw,10,10
Oxford,San Jose,10,10
Jakarta,Shenzhen,10,10
Helsinki,Taipei,10,10
Boulder,Miami,10,10
Cupertino,Palo Alto,10,10
Boulder,Sao Paulo,10,10
Sunnyvale,Xi'an,10,10
Athens,Chicago,10,10
Cupertino,San Jose,10,10
Geneva,Singapore,10,10
Bengaluru,Edmonton,10,10
Chengdu,Sao Paulo,10,10
Dubai,Miami,10,10
Abu Dhabi,Vancouver,10,10
Hanoi,Hong Kong,10,10
Cupertino,Melbourne,10,10
Delhi,San Diego,10,10
Delhi,Denver,10,10
New Delhi,Pittsburgh,10,10
Kyoto,London,10,10
Hamburg,Rome,10,10
Boulder,San Diego,10,10
Ankara,Hamburg,10,10
Phoenix,Prague,10,10
Kolkata,Lisbon,10,10
Ankara,Melbourne,10,10
Ankara,Montreal,10,10
Houston,Moscow,10,10
Athens,Copenhagen,10,10
Hyderabad,Philadelphia,10,10
Budapest,Hyderabad,10,10
Kolkata,Sunnyvale,10,10
Budapest,New Delhi,10,10
Chengdu,Chennai,10,10
Edmonton,Toronto,10,10
Ankara,Atlanta,10,10
Delhi,Sao Paulo,10,10
Guangzhou,Waterloo,10,10
Rome,Shenzhen,10,10
Ankara,Taipei,10,10
Prague,Tel Aviv,10,10
Guangzhou,Houston,10,10
Delhi,Dublin,10,10
Atlanta,Wuhan,10,10
Dublin,Suzhou,9,9
Helsinki,Warsaw,9,9
Cairo,Sao Paulo,9,9
Edmonton,Vancouver,9,9
Cupertino,Sydney,9,9
Chengdu,Edinburgh,9,9
Chennai,Sunnyvale,9,9
Barcelona,Xi'an,9,9
Cupertino,Sao Paulo,9,9
Dallas,Sunnyvale,9,9
Chennai,Milan,9,9
Athens,Mumbai,9,9
Athens,New Delhi,9,9
Edinburgh,Stockholm,9,9
Kuala Lumpur,Mumbai,9,9
Washington,Wuhan,9,9
Palo Alto,Sao Paulo,9,9
Prague,Sunnyvale,9,9
Geneva,Paris,9,9
Boulder,Stockholm,9,9
Athens,Vienna,9,9
Hamburg,Lausanne,9,9
Chengdu,Dallas,9,9
Geneva,Seoul,9,9
Madrid,Phoenix,9,9
Palo Alto,Waterloo,9,9
Lisbon,Nanjing,9,9
Milan,Ottawa,9,9
Ankara,Warsaw,9,9
Athens,Shenzhen,9,9
Dubai,Prague,9,9
Helsinki,San Jose,9,9
Cupertino,Sunnyvale,9,9
Hanoi,Taipei,9,9
Brisbane,Hamburg,9,9
Dallas,Philadelphia,9,9
Denver,Milan,9,9
Moscow,Tel Aviv,9,9
Copenhagen,Redmond,9,9
Dublin,Moscow,9,9
Atlanta,Edmonton,9,9
Cambridge,Waterloo,9,9
Taipei,Tel Aviv,9,9
Copenhagen,Delhi,9,9
Dallas,Ottawa,9,9
Sao Paulo,Tel Aviv,9,9
Bangkok,Prague,9,9
Hangzhou,Kuala Lumpur,9,9
Kyoto,Seattle,9,9
San Jose,Suzhou,9,9
Ankara,Moscow,9,9
Lausanne,San Jose,9,9
Ann Arbor,Sydney,9,9
Kyoto,Vancouver,9,9
Istanbul,Waterloo,9,9
Athens,Atlanta,9,9
Houston,Lisbon,9,9
Boulder,Dallas,9,9
Houston,Nanjing,9,9
Budapest,Sunnyvale,9,9
Atlanta,Phoenix,9,9
Ho Chi Minh City,Washington,9,9
Moscow,Stockholm,9,9
Bangkok,Palo Alto,9,9
Dubai,Madrid,9,9
Abu Dhabi,Lausanne,9,9
Delft,Hyderabad,9,9
Brisbane,New Delhi,9,9
Edmonton,Seoul,9,9
Helsinki,Madrid,9,9
New Delhi,Philadelphia,9,9
Helsinki,Miami,9,9
Oxford,Vienna,9,9
Jakarta,Zurich,9,9
Houston,Miami,9,9
Chennai,Waterloo,9,9
Lausanne,Pune,9,9
Abu Dhabi,Milan,9,9
Boulder,Pune,9,9
Helsinki,Milan,9,9
Athens,Lisbon,9,9
Kyoto,Seoul,9,9
Barcelona,Hanoi,9,9
Kyoto,Singapore,9,9
Nanjing,Redmond,9,9
Hanoi,Shenzhen,9,9
Nanjing,Stockholm,9,9
Budapest,Pune,9,9
Mumbai,Phoenix,9,9
Oxford,Warsaw,9,9
Beijing,Kyoto,9,9
Dalian,Guangzhou,9,9
Ho Chi Minh City,Waterloo,9,9
Sao Paulo,Sunnyvale,9,9
Hamburg,Miami,9,9
Amsterdam,Kuala Lumpur,9,9
Budapest,Vienna,9,9
Abu Dhabi,Zurich,9,9
Budapest,San Jose,9,9
Chennai,Rome,9,9
Cairo,Melbourne,9,9
Ho Chi Minh City,Stockholm,9,9
Dallas,Ho Chi Minh City,9,9
Ann Arbor,Vancouver,9,9
Athens,Cambridge,9,9
Geneva,Hangzhou,9,9
Hangzhou,Kyoto,9,9
Ankara,Hong Kong,9,9
Austin,Jakarta,9,9
Prague,Waterloo,9,9
Boulder,Madrid,9,9
Miami,Pittsburgh,9,9
Istanbul,Palo Alto,9,9
Lisbon,Rome,9,9
Brisbane,Cambridge,9,9
Daejeon,San Francisco,9,9
Abu Dhabi,Boston,9,9
Hefei,Taipei,9,9
Delhi,Tel Aviv,9,9
Hefei,Xi'an,9,9
Kolkata,Rome,9,9
Istanbul,Pittsburgh,9,9
Hong Kong,Kyoto,9,9
Bengaluru,Hefei,9,9
Rome,Sunnyvale,9,9
Barcelona,Edinburgh,9,9
Cairo,Hyderabad,9,9
Madrid,Xi'an,9,9
Nanjing,Ottawa,9,9
Hanoi,Toronto,9,9
Amsterdam,Cupertino,9,9
Hamburg,Suzhou,9,9
Denver,Helsinki,9,9
Denver,Istanbul,9,9
Istanbul,Milan,9,9
Dallas,Prague,9,9
Ho Chi Minh City,Kolkata,9,9
Mountain View,Oxford,9,9
Ho Chi Minh City,Palo Alto,9,9
Hyderabad,Xi'an,9,9
Cairo,Prague,9,9
Ann Arbor,Guangzhou,9,9
Dallas,Dubai,9,9
Delhi,Istanbul,9,9
Jakarta,San Jose,9,9
Abu Dhabi,Pune,9,9
Amsterdam,Hanoi,9,9
Amsterdam,Ann Arbor,9,9
San Diego,Xi'an,9,9
Phoenix,Taipei,9,9
Copenhagen,Denver,9,9
Chennai,Phoenix,9,9
Geneva,Munich,9,9
Hefei,Suzhou,9,9
Chicago,Cupertino,9,9
Chengdu,Houston,9,9
Edinburgh,Vancouver,9,9
Washington,Waterloo,9,9
Dalian,Wuhan,9,9
Delft,Dublin,9,9
Abu Dhabi,Melbourne,9,9
Suzhou,Taipei,9,9
Vienna,Xi'an,9,9
Edinburgh,Moscow,9,9
Copenhagen,Moscow,9,9
Hangzhou,Jakarta,9,9
Barcelona,Delft,9,9
Moscow,Suzhou,9,9
Copenhagen,Dubai,9,9
Milan,Palo Alto,9,9
Ottawa,Warsaw,9,9
Ho Chi Minh City,Wuhan,9,9
Helsinki,Mumbai,9,9
Delft,Melbourne,9,9
San Diego,Wuhan,9,9
Delft,Sydney,9,9
Ottawa,Sao Paulo,9,9
Boulder,Dubai,9,9
Jakarta,Toronto,8,8
Edinburgh,Sunnyvale,8,8
Kolkata,Tel Aviv,8,8
Barcelona,Hefei,8,8
Bangkok,Cambridge,8,8
Pittsburgh,Xi'an,8,8
Hanoi,Pune,8,8
Barcelona,Lausanne,8,8
San Diego,Tel Aviv,8,8
Suzhou,Vienna,8,8
Hefei,Los Angeles,8,8
Ho Chi Minh City,Tel Aviv,8,8
Delhi,Ho Chi Minh City,8,8
Boston,Hefei,8,8
Hamburg,Ho Chi Minh City,8,8
Guangzhou,Hanoi,8,8
Tianjin,Xi'an,8,8
Hanoi,Zurich,8,8
Athens,Denver,8,8
Dubai,Palo Alto,8,8
Ann Arbor,Barcelona,8,8
Chengdu,Ottawa,8,8
Bangkok,Nanjing,8,8
Bangkok,Pune,8,8
Dalian,Singapore,8,8
Bangkok,Mountain View,8,8
Dublin,Helsinki,8,8
Milan,Suzhou,8,8
Ottawa,Suzhou,8,8
Amsterdam,Hsinchu,8,8
Helsinki,Houston,8,8
Cairo,Dublin,8,8
Cairo,Montreal,8,8
Cairo,Munich,8,8
Chennai,Tel Aviv,8,8
Delhi,Lausanne,8,8
Brisbane,Prague,8,8
Cairo,San Jose,8,8
Cairo,Vienna,8,8
Dublin,Wuhan,8,8
Dubai,Wuhan,8,8
Chennai,Dubai,8,8
Cairo,Washington,8,8
Dalian,London,8,8
Bangkok,Hyderabad,8,8
Brisbane,Rome,8,8
Atlanta,Lausanne,8,8
Houston,Rome,8,8
Jakarta,Singapore,8,8
Cupertino,Nanjing,8,8
Cairo,New Delhi,8,8
Suzhou,Tianjin,8,8
Brisbane,Moscow,8,8
Madrid,Suzhou,8,8
Geneva,Los Angeles,8,8
Rome,Warsaw,8,8
Kyoto,San Francisco,8,8
Phoenix,Pune,8,8
Abu Dhabi,Dubai,8,8
Athens,Hong Kong,8,8
Ann Arbor,Nanjing,8,8
Ann Arbor,Pune,8,8
Mountain View,Nanjing,8,8
Hsinchu,Montreal,8,8
Cairo,Los Angeles,8,8
Nanjing,Waterloo,8,8
Kolkata,Phoenix,8,8
Chennai,Taipei,8,8
Cambridge,Edmonton,8,8
Hsinchu,Miami,8,8
Bangkok,Madrid,8,8
Ankara,Mumbai,8,8
Dubai,Waterloo,8,8
Cupertino,Dallas,8,8
Lisbon,Miami,8,8
Ho Chi Minh City,Pittsburgh,8,8
Bangkok,Vienna,8,8
Bangkok,Warsaw,8,8
Copenhagen,Kolkata,8,8
Chengdu,Hanoi,8,8
Ankara,Palo Alto,8,8
New Delhi,Xi'an,8,8
Copenhagen,Pittsburgh,8,8
Kolkata,Philadelphia,8,8
Chengdu,Milan,8,8
Delhi,Milan,8,8
Denver,Edinburgh,8,8
Ankara,Pune,8,8
Lausanne,Prague,8,8
Chicago,Delft,8,8
Barcelona,Boulder,8,8
Ottawa,Prague,8,8
Budapest,Nanjing,8,8
Budapest,Milan,8,8
